Epoch = 0, Training loss = 0.073345
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.262856, actual cost: 0.122296, loss: 0.019757
Predicted cost: 0.000000, actual cost: 0.148643, loss: 0.022095
Predicted cost: 0.000000, actual cost: 0.013687, loss: 0.000187
Predicted cost: 0.049416, actual cost: 0.006911, loss: 0.001807
Predicted cost: 0.000000, actual cost: 0.017998, loss: 0.000324
Predicted cost: 0.000000, actual cost: 0.001843, loss: 0.000003
Predicted cost: 1.149815, actual cost: 0.614080, loss: 0.287012
Predicted cost: 1.092241, actual cost: 1.523082, loss: 0.185624
Predicted cost: 1.641783, actual cost: 1.207171, loss: 0.188888
Predicted cost: 0.324358, actual cost: 0.512583, loss: 0.035429
Predicted cost: 5.180570, actual cost: 5.490399, loss: 0.095994
Predicted cost: 0.055044, actual cost: 0.642111, loss: 0.344648
Predicted cost: 0.000000, actual cost: 0.003301, loss: 0.000011
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.157417, actual cost: 0.000579, loss: 0.024598
Predicted cost: 0.746316, actual cost: 0.365854, loss: 0.144752
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.036785, actual cost: 0.075612, loss: 0.001507
Predicted cost: 15.674265, actual cost: 12.023900, loss: 13.325164
Predicted cost: 3.021235, actual cost: 6.127208, loss: 9.647070
Predicted cost: 0.246907, actual cost: 0.057215, loss: 0.035983
Predicted cost: 0.087307, actual cost: 0.010594, loss: 0.005885
Predicted cost: 0.082598, actual cost: 0.074878, loss: 0.000060
Predicted cost: 6.392140, actual cost: 5.795985, loss: 0.355402
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.022890, actual cost: 0.000000, loss: 0.000524
Predicted cost: 1.809294, actual cost: 1.521141, loss: 0.083032
Predicted cost: 0.685704, actual cost: 0.020862, loss: 0.442014
Predicted cost: 3.037169, actual cost: 3.256646, loss: 0.048170
Predicted cost: 0.042759, actual cost: 0.000000, loss: 0.001828
Predicted cost: 0.034072, actual cost: 0.000488, loss: 0.001128
Predicted cost: 0.085045, actual cost: 0.207692, loss: 0.015042
Predicted cost: 1.945696, actual cost: 1.787996, loss: 0.024869
Predicted cost: 0.560213, actual cost: 0.007525, loss: 0.305465
Predicted cost: 0.000000, actual cost: 0.000668, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.007500, loss: 0.000056
Predicted cost: 0.000000, actual cost: 0.000102, loss: 0.000000
Predicted cost: 1.803021, actual cost: 1.225839, loss: 0.333139
Predicted cost: 0.396008, actual cost: 0.912047, loss: 0.266296
Predicted cost: 0.020851, actual cost: 0.084226, loss: 0.004016
Predicted cost: 0.504586, actual cost: 0.727947, loss: 0.049890
Predicted cost: 0.365071, actual cost: 0.071354, loss: 0.086269
Predicted cost: 0.263709, actual cost: 0.000111, loss: 0.069484
Predicted cost: 2.257775, actual cost: 5.781925, loss: 12.419631
Predicted cost: 0.014048, actual cost: 0.229121, loss: 0.046256
Predicted cost: 1.877589, actual cost: 0.783186, loss: 1.197717
Predicted cost: 0.231258, actual cost: 0.006913, loss: 0.050331
Predicted cost: 0.029724, actual cost: 0.201801, loss: 0.029610
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 4.173107, actual cost: 4.425171, loss: 0.063536
Predicted cost: 0.098513, actual cost: 0.223961, loss: 0.015737
Predicted cost: 0.398447, actual cost: 0.736571, loss: 0.114328
Predicted cost: 0.250673, actual cost: 0.100973, loss: 0.022410
Predicted cost: 5.977350, actual cost: 5.883533, loss: 0.008802
Predicted cost: 0.722691, actual cost: 1.007619, loss: 0.081184
Predicted cost: 0.341338, actual cost: 0.161382, loss: 0.032384
Predicted cost: 1.609956, actual cost: 0.829974, loss: 0.608372
Predicted cost: 0.102244, actual cost: 0.000003, loss: 0.010453
Predicted cost: 0.352341, actual cost: 0.076916, loss: 0.075859
Predicted cost: 0.002393, actual cost: 0.011489, loss: 0.000083
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.235349, actual cost: 2.308417, loss: 1.151475
Predicted cost: 0.000000, actual cost: 0.108051, loss: 0.011675
Predicted cost: 0.098453, actual cost: 0.280215, loss: 0.033037
Predicted cost: 0.237328, actual cost: 0.271086, loss: 0.001140
Predicted cost: 1.189888, actual cost: 0.902970, loss: 0.082322
Predicted cost: 0.939801, actual cost: 0.966732, loss: 0.000725
Predicted cost: 2.243785, actual cost: 3.098701, loss: 0.730882
Predicted cost: 0.472387, actual cost: 0.365944, loss: 0.011330
Predicted cost: 0.000927, actual cost: 0.137579, loss: 0.018674
Predicted cost: 0.000000, actual cost: 0.001101, loss: 0.000001
Predicted cost: 0.000000, actual cost: 0.028742, loss: 0.000826
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.224988, actual cost: 0.032629, loss: 0.037002
Predicted cost: 0.088127, actual cost: 0.015685, loss: 0.005248
Predicted cost: 1.096467, actual cost: 2.275961, loss: 1.391208
Predicted cost: 0.275563, actual cost: 0.022357, loss: 0.064113
Predicted cost: 2.834809, actual cost: 4.120844, loss: 1.653887
Predicted cost: 0.000000, actual cost: 0.000243, loss: 0.000000
Predicted cost: 0.224107, actual cost: 0.125171, loss: 0.009788
Predicted cost: 1.614462, actual cost: 1.853877, loss: 0.057319
Predicted cost: 2.393662, actual cost: 2.810622, loss: 0.173855
Predicted cost: 0.644335, actual cost: 0.585691, loss: 0.003439
Predicted cost: 0.064636, actual cost: 0.122394, loss: 0.003336
Predicted cost: 0.141454, actual cost: 0.252273, loss: 0.012281
Predicted cost: 0.176840, actual cost: 0.260597, loss: 0.007015
Predicted cost: 0.524485, actual cost: 1.099742, loss: 0.330922
Predicted cost: 0.025249, actual cost: 0.000087, loss: 0.000633
Predicted cost: 1.274575, actual cost: 1.131102, loss: 0.020584
Predicted cost: 0.096270, actual cost: 0.203775, loss: 0.011557
Predicted cost: 1.903133, actual cost: 1.547119, loss: 0.126746
Predicted cost: 0.004135, actual cost: 0.000000, loss: 0.000017
Predicted cost: 0.479733, actual cost: 0.045012, loss: 0.188982
Predicted cost: 0.000000, actual cost: 0.054851, loss: 0.003009
Predicted cost: 2.494886, actual cost: 2.324761, loss: 0.028943
Predicted cost: 0.014138, actual cost: 0.011210, loss: 0.000009
Predicted cost: 0.000000, actual cost: 0.001171, loss: 0.000001
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.057196, actual cost: 0.000223, loss: 0.003246
Predicted cost: 0.000000, actual cost: 0.000010, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000782, loss: 0.000001
Predicted cost: 0.053184, actual cost: 0.001768, loss: 0.002644
Predicted cost: 0.000000, actual cost: 0.008151, loss: 0.000066
Predicted cost: 1.315671, actual cost: 1.257384, loss: 0.003397
Predicted cost: 1.477380, actual cost: 0.622029, loss: 0.731626
Predicted cost: 3.321817, actual cost: 2.541011, loss: 0.609659
Predicted cost: 0.000000, actual cost: 0.019867, loss: 0.000395
Predicted cost: 0.011969, actual cost: 0.000108, loss: 0.000141
Predicted cost: 3.321069, actual cost: 3.975221, loss: 0.427915
Predicted cost: 0.012711, actual cost: 0.240940, loss: 0.052088
Predicted cost: 0.189515, actual cost: 0.001085, loss: 0.035506
Predicted cost: 0.665583, actual cost: 1.069002, loss: 0.162747
Predicted cost: 0.237328, actual cost: 0.179632, loss: 0.003329
Predicted cost: 1.491651, actual cost: 1.449075, loss: 0.001813
Predicted cost: 0.628111, actual cost: 0.481714, loss: 0.021432
Predicted cost: 2.926062, actual cost: 3.294111, loss: 0.135460
Predicted cost: 3.640630, actual cost: 3.651002, loss: 0.000108
Predicted cost: 0.243639, actual cost: 0.113231, loss: 0.017006
Predicted cost: 0.984832, actual cost: 0.923542, loss: 0.003756
Predicted cost: 0.117566, actual cost: 0.000000, loss: 0.013822
Predicted cost: 0.507650, actual cost: 0.100892, loss: 0.165452
Predicted cost: 0.709521, actual cost: 0.457658, loss: 0.063435
Predicted cost: 0.000000, actual cost: 0.014837, loss: 0.000220
Predicted cost: 2.610919, actual cost: 2.470743, loss: 0.019649
Predicted cost: 2.916214, actual cost: 3.056761, loss: 0.019754
Predicted cost: 0.650072, actual cost: 0.037094, loss: 0.375742
Predicted cost: 1.015739, actual cost: 1.033784, loss: 0.000326
Predicted cost: 0.000000, actual cost: 0.001664, loss: 0.000003
Predicted cost: 0.319392, actual cost: 0.492182, loss: 0.029856
Predicted cost: 0.000000, actual cost: 0.000059, loss: 0.000000
Predicted cost: 0.105436, actual cost: 0.305861, loss: 0.040170
Predicted cost: 3.389336, actual cost: 2.680886, loss: 0.501901
Predicted cost: 0.781510, actual cost: 1.280694, loss: 0.249185
Predicted cost: 1.330485, actual cost: 1.258115, loss: 0.005238
Predicted cost: 0.003066, actual cost: 0.008272, loss: 0.000027
Predicted cost: 1.009310, actual cost: 0.825517, loss: 0.033780
Predicted cost: 0.356406, actual cost: 0.317458, loss: 0.001517
Predicted cost: 0.334778, actual cost: 0.000731, loss: 0.111587
Predicted cost: 1.395914, actual cost: 1.626342, loss: 0.053097
Predicted cost: 1.737535, actual cost: 1.585507, loss: 0.023113
Predicted cost: 1.256056, actual cost: 0.926635, loss: 0.108518
Predicted cost: 0.000000, actual cost: 0.000175, loss: 0.000000
Predicted cost: 2.573029, actual cost: 2.048241, loss: 0.275402
Predicted cost: 0.239346, actual cost: 0.020140, loss: 0.048051
Predicted cost: 0.000000, actual cost: 0.000567, loss: 0.000000
Predicted cost: 2.605454, actual cost: 2.609803, loss: 0.000019
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.000349, actual cost: 1.740160, loss: 0.067698
Predicted cost: 0.350078, actual cost: 0.526722, loss: 0.031203
Predicted cost: 6.690131, actual cost: 7.709466, loss: 1.039043
Predicted cost: 0.000000, actual cost: 0.000707, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.040664, loss: 0.001654
Predicted cost: 0.081152, actual cost: 0.000001, loss: 0.006585
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 3.450590, actual cost: 3.553190, loss: 0.010527
Predicted cost: 0.000000, actual cost: 0.321226, loss: 0.103186
Predicted cost: 0.005340, actual cost: 0.241269, loss: 0.055663
Predicted cost: 1.558848, actual cost: 0.632121, loss: 0.858824
Predicted cost: 0.000000, actual cost: 0.066203, loss: 0.004383
Predicted cost: 0.257843, actual cost: 0.071613, loss: 0.034682
Predicted cost: 0.039937, actual cost: 0.315906, loss: 0.076159
Predicted cost: 2.524578, actual cost: 1.871352, loss: 0.426704
Predicted cost: 0.123942, actual cost: 0.001918, loss: 0.014890
Predicted cost: 3.079009, actual cost: 2.261862, loss: 0.667728
Predicted cost: 0.545517, actual cost: 0.146525, loss: 0.159195
Predicted cost: 0.036609, actual cost: 0.000007, loss: 0.001340
Predicted cost: 1.737402, actual cost: 1.072425, loss: 0.442194
Predicted cost: 2.921418, actual cost: 2.717137, loss: 0.041731
Predicted cost: 0.191715, actual cost: 0.574625, loss: 0.146620
Predicted cost: 0.000000, actual cost: 0.033636, loss: 0.001131
Predicted cost: 3.122924, actual cost: 4.154345, loss: 1.063830
Predicted cost: 0.174057, actual cost: 0.236540, loss: 0.003904
Predicted cost: 0.225310, actual cost: 0.270188, loss: 0.002014
Predicted cost: 1.596049, actual cost: 1.654416, loss: 0.003407
Predicted cost: 2.379401, actual cost: 2.076569, loss: 0.091707
Predicted cost: 0.000000, actual cost: 0.000485, loss: 0.000000
Predicted cost: 0.981489, actual cost: 1.035488, loss: 0.002916
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.969638, actual cost: 1.746568, loss: 0.049761
Predicted cost: 8.409818, actual cost: 7.370760, loss: 1.079640
Predicted cost: 0.000000, actual cost: 0.000008, loss: 0.000000
Predicted cost: 0.162830, actual cost: 0.000000, loss: 0.026514
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.031284, actual cost: 2.033679, loss: 0.000006
Predicted cost: 0.064701, actual cost: 0.000287, loss: 0.004149
Predicted cost: 0.784065, actual cost: 1.367093, loss: 0.339921
Predicted cost: 0.022638, actual cost: 0.110525, loss: 0.007724
Predicted cost: 2.326388, actual cost: 2.261497, loss: 0.004211
Predicted cost: 0.210511, actual cost: 0.552902, loss: 0.117231
Predicted cost: 0.853727, actual cost: 0.763797, loss: 0.008087
Predicted cost: 5.676919, actual cost: 7.715361, loss: 4.155242
Predicted cost: 1.337027, actual cost: 1.622235, loss: 0.081343
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000557, loss: 0.000000
Predicted cost: 0.623555, actual cost: 0.446397, loss: 0.031385
Predicted cost: 0.001230, actual cost: 0.000764, loss: 0.000000
Predicted cost: 2.278970, actual cost: 2.527888, loss: 0.061960
Predicted cost: 0.000000, actual cost: 0.006265, loss: 0.000039
Predicted cost: 0.079898, actual cost: 0.274898, loss: 0.038025
Predicted cost: 1.236234, actual cost: 0.966662, loss: 0.072669
Predicted cost: 0.367196, actual cost: 0.230366, loss: 0.018722
Predicted cost: 2.135156, actual cost: 1.523716, loss: 0.373859
Predicted cost: 1.199528, actual cost: 1.750493, loss: 0.303562
Predicted cost: 0.000000, actual cost: 0.001448, loss: 0.000002
Predicted cost: 14.944565, actual cost: 10.426758, loss: 20.410580
Predicted cost: 0.010733, actual cost: 0.000181, loss: 0.000111
Predicted cost: 0.225174, actual cost: 0.019969, loss: 0.042109
Predicted cost: 1.378493, actual cost: 1.236649, loss: 0.020120
Predicted cost: 9.569722, actual cost: 7.962170, loss: 2.584224
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.072483, actual cost: 0.202221, loss: 0.016832
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.116905, actual cost: 0.038827, loss: 0.006096
Predicted cost: 0.062454, actual cost: 0.036691, loss: 0.000664
Predicted cost: 0.000000, actual cost: 0.088907, loss: 0.007905
Predicted cost: 0.778210, actual cost: 1.448412, loss: 0.449171
Predicted cost: 0.950156, actual cost: 1.842684, loss: 0.796605
Predicted cost: 1.542957, actual cost: 1.967077, loss: 0.179878
Predicted cost: 0.233274, actual cost: 0.000593, loss: 0.054140
Predicted cost: 0.102244, actual cost: 0.036347, loss: 0.004342
Predicted cost: 1.230519, actual cost: 1.164624, loss: 0.004342
Predicted cost: 0.000000, actual cost: 0.000121, loss: 0.000000
Predicted cost: 3.149043, actual cost: 1.915962, loss: 1.520488
Predicted cost: 0.000000, actual cost: 0.163458, loss: 0.026718
Predicted cost: 2.107950, actual cost: 2.262978, loss: 0.024034
Predicted cost: 0.551900, actual cost: 0.936018, loss: 0.147547
Predicted cost: 2.656775, actual cost: 2.896751, loss: 0.057588
Predicted cost: 2.067380, actual cost: 1.679202, loss: 0.150682
Predicted cost: 2.583103, actual cost: 3.123073, loss: 0.291567
Predicted cost: 6.952270, actual cost: 8.225148, loss: 1.620220
Predicted cost: 0.494948, actual cost: 0.381449, loss: 0.012882
Predicted cost: 2.972248, actual cost: 2.856509, loss: 0.013395
Predicted cost: 1.185819, actual cost: 0.722434, loss: 0.214726
Predicted cost: 0.000000, actual cost: 0.000094, loss: 0.000000
Predicted cost: 2.913492, actual cost: 2.899560, loss: 0.000194
Predicted cost: 0.640591, actual cost: 0.009746, loss: 0.397965
Predicted cost: 0.031727, actual cost: 0.011078, loss: 0.000426
Predicted cost: 0.406834, actual cost: 1.400352, loss: 0.987078
Predicted cost: 0.001288, actual cost: 0.007241, loss: 0.000035
Predicted cost: 1.773992, actual cost: 3.163743, loss: 1.931409
Predicted cost: 2.192375, actual cost: 1.609439, loss: 0.339815
Predicted cost: 0.000000, actual cost: 0.010660, loss: 0.000114
Predicted cost: 0.238775, actual cost: 0.004816, loss: 0.054737
Predicted cost: 0.000000, actual cost: 0.000075, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.063966, actual cost: 0.062788, loss: 0.000001
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.643177, actual cost: 0.608373, loss: 0.001211
Predicted cost: 0.180461, actual cost: 0.155488, loss: 0.000624
Predicted cost: 0.041458, actual cost: 0.048402, loss: 0.000048
Predicted cost: 0.939007, actual cost: 2.820315, loss: 3.539319
Predicted cost: 0.040260, actual cost: 0.010137, loss: 0.000907
Predicted cost: 0.218160, actual cost: 0.000000, loss: 0.047594
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 3.538758, actual cost: 3.077858, loss: 0.212429
Predicted cost: 0.376427, actual cost: 0.650685, loss: 0.075218
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.143330, actual cost: 0.048259, loss: 0.009038
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 5.668183, actual cost: 5.097825, loss: 0.325309
Predicted cost: 0.423408, actual cost: 0.209415, loss: 0.045793
Predicted cost: 0.940211, actual cost: 1.052681, loss: 0.012649
Predicted cost: 0.000000, actual cost: 0.000627, loss: 0.000000
Predicted cost: 2.034642, actual cost: 1.660644, loss: 0.139874
Predicted cost: 1.276809, actual cost: 1.268660, loss: 0.000066
Predicted cost: 1.285921, actual cost: 1.004584, loss: 0.079150
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.005484, loss: 0.000030
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.044227, actual cost: 1.272909, loss: 0.052295
Predicted cost: 0.000000, actual cost: 0.042622, loss: 0.001817
Predicted cost: 0.096057, actual cost: 0.017239, loss: 0.006212
Predicted cost: 2.324669, actual cost: 1.435215, loss: 0.791129
Predicted cost: 0.000000, actual cost: 0.119713, loss: 0.014331
Predicted cost: 2.313599, actual cost: 2.337713, loss: 0.000581
Predicted cost: 1.099841, actual cost: 1.123772, loss: 0.000573
Predicted cost: 0.921113, actual cost: 0.824416, loss: 0.009350
Predicted cost: 0.294886, actual cost: 0.031386, loss: 0.069432
Predicted cost: 1.517054, actual cost: 1.071816, loss: 0.198237
Predicted cost: 0.104064, actual cost: 0.000253, loss: 0.010777
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.748742, actual cost: 0.714490, loss: 0.001173
Predicted cost: 0.065699, actual cost: 0.010132, loss: 0.003088
Predicted cost: 0.440435, actual cost: 1.959045, loss: 2.306176
Predicted cost: 1.704783, actual cost: 1.368522, loss: 0.113072
Predicted cost: 0.066820, actual cost: 0.000000, loss: 0.004465
Predicted cost: 1.239820, actual cost: 0.726681, loss: 0.263312
Predicted cost: 0.000000, actual cost: 0.064132, loss: 0.004113
Predicted cost: 0.000000, actual cost: 0.000408, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.076785, actual cost: 0.040483, loss: 0.001318
Predicted cost: 2.249349, actual cost: 1.485103, loss: 0.584072
Predicted cost: 4.301497, actual cost: 2.685737, loss: 2.610681
Predicted cost: 1.285528, actual cost: 1.390539, loss: 0.011027
Predicted cost: 0.000000, actual cost: 0.000948, loss: 0.000001
Predicted cost: 0.057873, actual cost: 0.000000, loss: 0.003349
Predicted cost: 0.199737, actual cost: 0.052989, loss: 0.021535
Predicted cost: 0.000000, actual cost: 0.002679, loss: 0.000007
Predicted cost: 1.475540, actual cost: 1.905649, loss: 0.184993
Predicted cost: 0.979152, actual cost: 0.310835, loss: 0.446647
Predicted cost: 0.017498, actual cost: 0.000000, loss: 0.000306
Predicted cost: 0.783341, actual cost: 1.116534, loss: 0.111017
Predicted cost: 2.605078, actual cost: 3.484751, loss: 0.773826
Predicted cost: 0.285064, actual cost: 0.000000, loss: 0.081262
Predicted cost: 0.000000, actual cost: 0.002142, loss: 0.000005
Predicted cost: 0.657843, actual cost: 0.651826, loss: 0.000036
Predicted cost: 0.001049, actual cost: 0.000146, loss: 0.000001
Predicted cost: 0.565714, actual cost: 0.975530, loss: 0.167949
Predicted cost: 0.113147, actual cost: 0.322693, loss: 0.043909
Predicted cost: 0.168149, actual cost: 0.143285, loss: 0.000618
Predicted cost: 0.033625, actual cost: 0.000268, loss: 0.001113
Predicted cost: 0.048430, actual cost: 0.002917, loss: 0.002071
Predicted cost: 2.116266, actual cost: 2.209149, loss: 0.008627
Predicted cost: 0.031499, actual cost: 0.020471, loss: 0.000122
Predicted cost: 0.683152, actual cost: 1.360334, loss: 0.458575
Predicted cost: 0.000000, actual cost: 0.208390, loss: 0.043426
Predicted cost: 7.512127, actual cost: 6.980739, loss: 0.282374
Predicted cost: 0.038865, actual cost: 0.000000, loss: 0.001510
Predicted cost: 0.165642, actual cost: 0.315722, loss: 0.022524
Predicted cost: 0.000000, actual cost: 0.000087, loss: 0.000000
Predicted cost: 0.051286, actual cost: 0.000000, loss: 0.002630
Predicted cost: 0.167406, actual cost: 0.746423, loss: 0.335261
Predicted cost: 0.000000, actual cost: 0.001501, loss: 0.000002
Predicted cost: 1.013552, actual cost: 1.249630, loss: 0.055733
Predicted cost: 0.179185, actual cost: 0.389416, loss: 0.044197
Predicted cost: 0.060280, actual cost: 0.002881, loss: 0.003295
Predicted cost: 0.880516, actual cost: 0.163906, loss: 0.513530
Predicted cost: 0.002667, actual cost: 0.000000, loss: 0.000007
Predicted cost: 0.647845, actual cost: 0.453669, loss: 0.037704
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.009087, loss: 0.000083
Predicted cost: 0.048853, actual cost: 0.000362, loss: 0.002351
Predicted cost: 0.188719, actual cost: 0.000000, loss: 0.035615
Predicted cost: 0.015353, actual cost: 0.437542, loss: 0.178244
Predicted cost: 0.077227, actual cost: 0.000964, loss: 0.005816
Predicted cost: 0.000000, actual cost: 0.063886, loss: 0.004081
Predicted cost: 0.136077, actual cost: 0.000023, loss: 0.018511
Predicted cost: 0.087546, actual cost: 0.000000, loss: 0.007664
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.736670, actual cost: 1.670545, loss: 0.872123
Predicted cost: 2.424850, actual cost: 4.334384, loss: 3.646320
Predicted cost: 4.091829, actual cost: 3.766173, loss: 0.106052
Predicted cost: 0.289665, actual cost: 0.004684, loss: 0.081214
Predicted cost: 0.042287, actual cost: 0.000000, loss: 0.001788
Predicted cost: 0.118036, actual cost: 0.055393, loss: 0.003924
Predicted cost: 1.811042, actual cost: 1.140895, loss: 0.449097
Predicted cost: 0.139278, actual cost: 0.426929, loss: 0.082743
Predicted cost: 5.594084, actual cost: 3.665813, loss: 3.718228
Predicted cost: 0.033888, actual cost: 0.000000, loss: 0.001148
Predicted cost: 1.189888, actual cost: 0.938010, loss: 0.063442
Predicted cost: 0.020713, actual cost: 0.000000, loss: 0.000429
Predicted cost: 1.235524, actual cost: 0.773699, loss: 0.213282
Predicted cost: 4.816483, actual cost: 5.507887, loss: 0.478039
Predicted cost: 0.167294, actual cost: 0.246537, loss: 0.006279
Predicted cost: 0.000000, actual cost: 0.195515, loss: 0.038226
Predicted cost: 4.747240, actual cost: 3.799346, loss: 0.898503
Predicted cost: 1.097960, actual cost: 1.056965, loss: 0.001681
Predicted cost: 0.440672, actual cost: 0.113218, loss: 0.107226
Predicted cost: 0.099782, actual cost: 0.004524, loss: 0.009074
Predicted cost: 0.575587, actual cost: 0.727175, loss: 0.022979
Predicted cost: 0.115276, actual cost: 0.000000, loss: 0.013288
Predicted cost: 1.335485, actual cost: 1.047795, loss: 0.082765
Predicted cost: 2.199232, actual cost: 2.105161, loss: 0.008849
Predicted cost: 7.052335, actual cost: 7.188265, loss: 0.018477
Predicted cost: 0.819685, actual cost: 0.881004, loss: 0.003760
Predicted cost: 1.597487, actual cost: 1.485998, loss: 0.012430
Predicted cost: 1.148321, actual cost: 1.074163, loss: 0.005499
Predicted cost: 0.000000, actual cost: 0.010748, loss: 0.000116
Predicted cost: 0.274691, actual cost: 0.029508, loss: 0.060114
Predicted cost: 0.163807, actual cost: 0.098863, loss: 0.004218
Predicted cost: 0.103271, actual cost: 0.194911, loss: 0.008398
Predicted cost: 0.000000, actual cost: 0.122658, loss: 0.015045
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 5.191096, actual cost: 6.192760, loss: 1.003331
Predicted cost: 1.800600, actual cost: 3.079063, loss: 1.634469
Predicted cost: 6.740225, actual cost: 7.863210, loss: 1.261096
Predicted cost: 0.850488, actual cost: 0.261642, loss: 0.346740
Predicted cost: 2.073229, actual cost: 2.050991, loss: 0.000495
Predicted cost: 0.000000, actual cost: 0.000964, loss: 0.000001
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.158470, actual cost: 2.290125, loss: 0.017333
Predicted cost: 2.341588, actual cost: 0.838357, loss: 2.259702
Predicted cost: 0.900891, actual cost: 0.189332, loss: 0.506316
Predicted cost: 0.103447, actual cost: 0.003492, loss: 0.009991
Predicted cost: 0.634148, actual cost: 0.055082, loss: 0.335317
Predicted cost: 2.299519, actual cost: 2.230269, loss: 0.004796
Predicted cost: 0.200334, actual cost: 0.228911, loss: 0.000817
Predicted cost: 7.301194, actual cost: 7.030534, loss: 0.073257
Predicted cost: 0.136220, actual cost: 0.000000, loss: 0.018556
Predicted cost: 0.000000, actual cost: 0.007923, loss: 0.000063
Predicted cost: 0.000000, actual cost: 0.023989, loss: 0.000575
Predicted cost: 1.464355, actual cost: 1.288381, loss: 0.030967
Predicted cost: 1.355490, actual cost: 1.427521, loss: 0.005188
Predicted cost: 0.665583, actual cost: 0.941779, loss: 0.076284
Predicted cost: 0.089002, actual cost: 0.027593, loss: 0.003771
Predicted cost: 0.000000, actual cost: 0.198318, loss: 0.039330
Predicted cost: 0.000000, actual cost: 0.006336, loss: 0.000040
Predicted cost: 5.464844, actual cost: 7.215093, loss: 3.063370
Predicted cost: 0.026535, actual cost: 0.166747, loss: 0.019659
Predicted cost: 6.351020, actual cost: 5.292963, loss: 1.119484
Predicted cost: 0.171023, actual cost: 0.354659, loss: 0.033722
Predicted cost: 0.000000, actual cost: 0.007534, loss: 0.000057
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.026229, loss: 0.000688
Predicted cost: 1.422265, actual cost: 1.455461, loss: 0.001102
Predicted cost: 0.000000, actual cost: 0.000749, loss: 0.000001
Predicted cost: 5.358226, actual cost: 5.726782, loss: 0.135834
Predicted cost: 1.276662, actual cost: 0.703631, loss: 0.328365
Predicted cost: 0.027467, actual cost: 0.029383, loss: 0.000004
Predicted cost: 7.310166, actual cost: 7.796864, loss: 0.236874
Predicted cost: 5.277078, actual cost: 4.724672, loss: 0.305152
Predicted cost: 0.012885, actual cost: 0.075300, loss: 0.003896
Predicted cost: 2.038901, actual cost: 2.186140, loss: 0.021679
Predicted cost: 0.000000, actual cost: 0.075643, loss: 0.005722
Predicted cost: 1.506709, actual cost: 1.065298, loss: 0.194844
Predicted cost: 0.000000, actual cost: 0.005458, loss: 0.000030
Predicted cost: 0.386837, actual cost: 0.912410, loss: 0.276226
Predicted cost: 2.659018, actual cost: 2.830867, loss: 0.029532
Predicted cost: 0.735255, actual cost: 0.696121, loss: 0.001532
Predicted cost: 1.354440, actual cost: 0.947794, loss: 0.165361
