Test sample: 0, Best fit sample: 87864, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 507, Best fit sample: 581, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 508, Best fit sample: 96200, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 509, Best fit sample: 42639, Predicted cost: 0.026933, Actual cost: 0.017919, Square loss: 0.000081
Test sample: 510, Best fit sample: 64834, Predicted cost: 0.028111, Actual cost: 0.056621, Square loss: 0.000813
Test sample: 511, Best fit sample: 4654, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 512, Best fit sample: 66270, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 513, Best fit sample: 87554, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 514, Best fit sample: 79023, Predicted cost: 0.855110, Actual cost: 0.130214, Square loss: 0.525474
Test sample: 515, Best fit sample: 53738, Predicted cost: 0.020602, Actual cost: 0.130367, Square loss: 0.012048
Test sample: 516, Best fit sample: 61981, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 517, Best fit sample: 89994, Predicted cost: 0.000317, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 518, Best fit sample: 92427, Predicted cost: 1.424181, Actual cost: 0.000170, Square loss: 2.027807
Test sample: 519, Best fit sample: 4212, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 520, Best fit sample: 75360, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 521, Best fit sample: 29372, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 522, Best fit sample: 75361, Predicted cost: 0.000606, Actual cost: 0.041927, Square loss: 0.001707
Test sample: 523, Best fit sample: 29374, Predicted cost: 0.069664, Actual cost: 0.074847, Square loss: 0.000027
Test sample: 524, Best fit sample: 29374, Predicted cost: 0.069664, Actual cost: 0.078428, Square loss: 0.000077
Test sample: 525, Best fit sample: 489, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 526, Best fit sample: 24469, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 527, Best fit sample: 24470, Predicted cost: 0.000803, Actual cost: 0.000803, Square loss: 0.000000
Test sample: 528, Best fit sample: 24471, Predicted cost: 0.007426, Actual cost: 0.007426, Square loss: 0.000000
Test sample: 529, Best fit sample: 24471, Predicted cost: 0.007426, Actual cost: 6.915181, Square loss: 47.717086
Test sample: 530, Best fit sample: 46000, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 531, Best fit sample: 1388, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 532, Best fit sample: 31, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 533, Best fit sample: 32, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 534, Best fit sample: 35, Predicted cost: 2.298204, Actual cost: 5.924221, Square loss: 13.148000
Test sample: 535, Best fit sample: 42202, Predicted cost: 2.581891, Actual cost: 7.798683, Square loss: 27.214920
Test sample: 536, Best fit sample: 36330, Predicted cost: 3.175373, Actual cost: 7.828376, Square loss: 21.650439
Test sample: 537, Best fit sample: 91300, Predicted cost: 6.850148, Actual cost: 7.836596, Square loss: 0.973078
Test sample: 538, Best fit sample: 97714, Predicted cost: 3.152448, Actual cost: 7.921652, Square loss: 22.745304
Test sample: 539, Best fit sample: 52086, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 540, Best fit sample: 52086, Predicted cost: 0.000000, Actual cost: 3.795691, Square loss: 14.407267
Test sample: 541, Best fit sample: 47774, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 542, Best fit sample: 32236, Predicted cost: 0.878610, Actual cost: 6.940332, Square loss: 36.744477
Test sample: 543, Best fit sample: 30951, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 544, Best fit sample: 6181, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 545, Best fit sample: 54148, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 546, Best fit sample: 70282, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 547, Best fit sample: 99690, Predicted cost: 0.001473, Actual cost: 0.019044, Square loss: 0.000309
Test sample: 548, Best fit sample: 25570, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 549, Best fit sample: 13068, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 550, Best fit sample: 13071, Predicted cost: 0.000087, Actual cost: 6.907755, Square loss: 47.715879
Test sample: 551, Best fit sample: 80664, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 552, Best fit sample: 3867, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 553, Best fit sample: 1869, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 554, Best fit sample: 632, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 555, Best fit sample: 58222, Predicted cost: 0.025251, Actual cost: 0.025251, Square loss: 0.000000
Test sample: 556, Best fit sample: 58223, Predicted cost: 0.027965, Actual cost: 0.027965, Square loss: 0.000000
Test sample: 557, Best fit sample: 14243, Predicted cost: 0.029428, Actual cost: 6.935720, Square loss: 47.696869
Test sample: 558, Best fit sample: 34031, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 559, Best fit sample: 29989, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 560, Best fit sample: 34031, Predicted cost: 0.000000, Actual cost: 0.776553, Square loss: 0.603035
Test sample: 561, Best fit sample: 18724, Predicted cost: 0.000000, Actual cost: 0.786777, Square loss: 0.619017
Test sample: 562, Best fit sample: 50521, Predicted cost: 0.000000, Actual cost: 0.805275, Square loss: 0.648468
Test sample: 563, Best fit sample: 41270, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 564, Best fit sample: 11400, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 565, Best fit sample: 99697, Predicted cost: 0.006073, Actual cost: 0.000000, Square loss: 0.000037
Test sample: 566, Best fit sample: 32741, Predicted cost: 0.002267, Actual cost: 0.000128, Square loss: 0.000005
Test sample: 567, Best fit sample: 62681, Predicted cost: 0.000000, Actual cost: 0.000130, Square loss: 0.000000
Test sample: 568, Best fit sample: 53554, Predicted cost: 0.009572, Actual cost: 6.907886, Square loss: 47.586730
Test sample: 569, Best fit sample: 2773, Predicted cost: 0.000000, Actual cost: 6.987203, Square loss: 48.821001
Test sample: 570, Best fit sample: 9815, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 571, Best fit sample: 92684, Predicted cost: 0.000000, Actual cost: 0.000288, Square loss: 0.000000
Test sample: 572, Best fit sample: 1554, Predicted cost: 0.000000, Actual cost: 0.005495, Square loss: 0.000030
Test sample: 573, Best fit sample: 34458, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 574, Best fit sample: 63273, Predicted cost: 0.000000, Actual cost: 1.396669, Square loss: 1.950683
Test sample: 575, Best fit sample: 1242, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 576, Best fit sample: 6310, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 577, Best fit sample: 93917, Predicted cost: 0.000004, Actual cost: 0.000581, Square loss: 0.000000
Test sample: 578, Best fit sample: 93918, Predicted cost: 0.000114, Actual cost: 0.250891, Square loss: 0.062889
Test sample: 579, Best fit sample: 93919, Predicted cost: 0.001069, Actual cost: 0.250897, Square loss: 0.062414
Test sample: 580, Best fit sample: 30145, Predicted cost: 0.005259, Actual cost: 0.251291, Square loss: 0.060532
Test sample: 581, Best fit sample: 30145, Predicted cost: 0.005259, Actual cost: 0.256119, Square loss: 0.062931
Test sample: 582, Best fit sample: 12186, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 583, Best fit sample: 99061, Predicted cost: 0.000000, Actual cost: 0.950504, Square loss: 0.903457
Test sample: 584, Best fit sample: 99061, Predicted cost: 0.000000, Actual cost: 2.530965, Square loss: 6.405783
Test sample: 585, Best fit sample: 13925, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 586, Best fit sample: 5173, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 587, Best fit sample: 73962, Predicted cost: 0.191596, Actual cost: 0.000500, Square loss: 0.036518
Test sample: 588, Best fit sample: 65221, Predicted cost: 0.000000, Actual cost: 1.740429, Square loss: 3.029094
Test sample: 589, Best fit sample: 873, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 590, Best fit sample: 235, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 591, Best fit sample: 8663, Predicted cost: 0.898489, Actual cost: 0.000000, Square loss: 0.807282
Test sample: 592, Best fit sample: 98578, Predicted cost: 0.246699, Actual cost: 0.219283, Square loss: 0.000752
Test sample: 593, Best fit sample: 36608, Predicted cost: 0.533735, Actual cost: 0.220412, Square loss: 0.098171
Test sample: 594, Best fit sample: 48780, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 595, Best fit sample: 31064, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 596, Best fit sample: 7713, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 597, Best fit sample: 61146, Predicted cost: 0.000438, Actual cost: 4.471732, Square loss: 19.992467
Test sample: 598, Best fit sample: 61147, Predicted cost: 0.001440, Actual cost: 4.471732, Square loss: 19.983515
Test sample: 599, Best fit sample: 3732, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 600, Best fit sample: 64655, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 601, Best fit sample: 20085, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 602, Best fit sample: 81766, Predicted cost: 2.104983, Actual cost: 6.233351, Square loss: 17.043423
Test sample: 603, Best fit sample: 20216, Predicted cost: 0.000000, Actual cost: 6.233439, Square loss: 38.855767
Test sample: 604, Best fit sample: 83988, Predicted cost: 0.001592, Actual cost: 6.233440, Square loss: 38.835932
Test sample: 605, Best fit sample: 81767, Predicted cost: 2.105102, Actual cost: 6.233553, Square loss: 17.044111
Test sample: 606, Best fit sample: 57250, Predicted cost: 0.242588, Actual cost: 6.233839, Square loss: 35.895091
Test sample: 607, Best fit sample: 35443, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 608, Best fit sample: 4853, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 609, Best fit sample: 55919, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 610, Best fit sample: 4854, Predicted cost: 0.280051, Actual cost: 2.125761, Square loss: 3.406646
Test sample: 611, Best fit sample: 56008, Predicted cost: 0.000000, Actual cost: 2.148716, Square loss: 4.616979
Test sample: 612, Best fit sample: 22441, Predicted cost: 0.000000, Actual cost: 2.174737, Square loss: 4.729482
Test sample: 613, Best fit sample: 16041, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 614, Best fit sample: 260, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 615, Best fit sample: 6536, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 616, Best fit sample: 261, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 617, Best fit sample: 1707, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 618, Best fit sample: 7968, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 619, Best fit sample: 20813, Predicted cost: 0.698605, Actual cost: 0.000000, Square loss: 0.488049
Test sample: 620, Best fit sample: 28229, Predicted cost: 0.136738, Actual cost: 0.732156, Square loss: 0.354522
Test sample: 621, Best fit sample: 7944, Predicted cost: 0.000000, Actual cost: 0.930483, Square loss: 0.865798
Test sample: 622, Best fit sample: 7944, Predicted cost: 0.000000, Actual cost: 4.339639, Square loss: 18.832464
Test sample: 623, Best fit sample: 16328, Predicted cost: 0.001130, Actual cost: 11.247394, Square loss: 126.478456
Test sample: 624, Best fit sample: 16328, Predicted cost: 0.001130, Actual cost: 11.862868, Square loss: 140.700847
Test sample: 625, Best fit sample: 88949, Predicted cost: 0.409527, Actual cost: 11.866417, Square loss: 131.260330
Test sample: 626, Best fit sample: 49177, Predicted cost: 2.705096, Actual cost: 0.000000, Square loss: 7.317544
Test sample: 627, Best fit sample: 49461, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 628, Best fit sample: 57877, Predicted cost: 0.000000, Actual cost: 2.709565, Square loss: 7.341741
Test sample: 629, Best fit sample: 22626, Predicted cost: 0.789137, Actual cost: 0.000000, Square loss: 0.622737
Test sample: 630, Best fit sample: 57116, Predicted cost: 0.000000, Actual cost: 2.484657, Square loss: 6.173519
Test sample: 631, Best fit sample: 60499, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 632, Best fit sample: 3446, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 633, Best fit sample: 12295, Predicted cost: 0.000000, Actual cost: 6.353876, Square loss: 40.371742
Test sample: 634, Best fit sample: 78901, Predicted cost: 0.000698, Actual cost: 6.353880, Square loss: 40.362916
Test sample: 635, Best fit sample: 61626, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 636, Best fit sample: 25341, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 637, Best fit sample: 29681, Predicted cost: 0.000000, Actual cost: 1.205504, Square loss: 1.453240
Test sample: 638, Best fit sample: 55693, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 639, Best fit sample: 3412, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 640, Best fit sample: 86897, Predicted cost: 0.000000, Actual cost: 3.292457, Square loss: 10.840271
Test sample: 641, Best fit sample: 26000, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 642, Best fit sample: 51830, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 643, Best fit sample: 35703, Predicted cost: 0.000000, Actual cost: 0.002222, Square loss: 0.000005
Test sample: 644, Best fit sample: 35703, Predicted cost: 0.000000, Actual cost: 0.825446, Square loss: 0.681361
Test sample: 645, Best fit sample: 60215, Predicted cost: 0.003304, Actual cost: 0.980924, Square loss: 0.955740
Test sample: 646, Best fit sample: 14312, Predicted cost: 0.000000, Actual cost: 0.984449, Square loss: 0.969140
Test sample: 647, Best fit sample: 695, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 648, Best fit sample: 2030, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 649, Best fit sample: 22871, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 650, Best fit sample: 39585, Predicted cost: 0.000227, Actual cost: 6.907755, Square loss: 47.713949
Test sample: 651, Best fit sample: 39585, Predicted cost: 0.000227, Actual cost: 7.634676, Square loss: 58.284820
Test sample: 652, Best fit sample: 39585, Predicted cost: 0.000227, Actual cost: 7.648351, Square loss: 58.493805
Test sample: 653, Best fit sample: 39585, Predicted cost: 0.000227, Actual cost: 7.650500, Square loss: 58.526683
Test sample: 654, Best fit sample: 31925, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 655, Best fit sample: 2025, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 656, Best fit sample: 55156, Predicted cost: 0.904546, Actual cost: 1.889958, Square loss: 0.971036
Test sample: 657, Best fit sample: 33886, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 658, Best fit sample: 68438, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 659, Best fit sample: 61571, Predicted cost: 0.000000, Actual cost: 3.472185, Square loss: 12.056068
Test sample: 660, Best fit sample: 1791, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 661, Best fit sample: 10059, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 662, Best fit sample: 2775, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 663, Best fit sample: 5154, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 664, Best fit sample: 9060, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 665, Best fit sample: 39722, Predicted cost: 0.295638, Actual cost: 7.079648, Square loss: 46.022789
Test sample: 666, Best fit sample: 39722, Predicted cost: 0.295638, Actual cost: 7.088215, Square loss: 46.139098
Test sample: 667, Best fit sample: 91177, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 668, Best fit sample: 6510, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 669, Best fit sample: 29660, Predicted cost: 0.005935, Actual cost: 6.907755, Square loss: 47.635126
Test sample: 670, Best fit sample: 582, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 671, Best fit sample: 43775, Predicted cost: 0.000000, Actual cost: 0.151265, Square loss: 0.022881
Test sample: 672, Best fit sample: 13724, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 673, Best fit sample: 4328, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 674, Best fit sample: 357, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 675, Best fit sample: 4329, Predicted cost: 0.002936, Actual cost: 0.002936, Square loss: 0.000000
Test sample: 676, Best fit sample: 11955, Predicted cost: 0.003098, Actual cost: 0.003130, Square loss: 0.000000
Test sample: 677, Best fit sample: 6193, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 678, Best fit sample: 476, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 679, Best fit sample: 2656, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 680, Best fit sample: 10070, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 681, Best fit sample: 13103, Predicted cost: 0.000004, Actual cost: 0.000046, Square loss: 0.000000
Test sample: 682, Best fit sample: 13103, Predicted cost: 0.000004, Actual cost: 6.447241, Square loss: 41.566873
Test sample: 683, Best fit sample: 73385, Predicted cost: 0.241644, Actual cost: 8.014356, Square loss: 60.415051
Test sample: 684, Best fit sample: 73386, Predicted cost: 0.242302, Actual cost: 8.014421, Square loss: 60.405823
Test sample: 685, Best fit sample: 73386, Predicted cost: 0.242302, Actual cost: 14.773129, Square loss: 211.144913
Test sample: 686, Best fit sample: 999, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 687, Best fit sample: 47505, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 688, Best fit sample: 47506, Predicted cost: 0.000057, Actual cost: 0.000057, Square loss: 0.000000
Test sample: 689, Best fit sample: 47507, Predicted cost: 0.000483, Actual cost: 0.000483, Square loss: 0.000000
Test sample: 690, Best fit sample: 47508, Predicted cost: 2.611085, Actual cost: 2.611085, Square loss: 0.000000
Test sample: 691, Best fit sample: 98034, Predicted cost: 4.039889, Actual cost: 2.612109, Square loss: 2.038556
Test sample: 692, Best fit sample: 15042, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 693, Best fit sample: 19031, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 694, Best fit sample: 31093, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 695, Best fit sample: 97406, Predicted cost: 0.000161, Actual cost: 0.004405, Square loss: 0.000018
Test sample: 696, Best fit sample: 24624, Predicted cost: 0.000000, Actual cost: 6.912160, Square loss: 47.777955
Test sample: 697, Best fit sample: 48606, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 698, Best fit sample: 40643, Predicted cost: 0.864025, Actual cost: 0.000000, Square loss: 0.746540
Test sample: 699, Best fit sample: 33820, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 700, Best fit sample: 40643, Predicted cost: 0.864025, Actual cost: 3.506318, Square loss: 6.981712
Test sample: 701, Best fit sample: 34336, Predicted cost: 0.010234, Actual cost: 3.507274, Square loss: 12.229294
Test sample: 702, Best fit sample: 34336, Predicted cost: 0.010234, Actual cost: 5.981341, Square loss: 35.654121
Test sample: 703, Best fit sample: 9794, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 704, Best fit sample: 37915, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 705, Best fit sample: 87346, Predicted cost: 0.007637, Actual cost: 0.944407, Square loss: 0.877538
Test sample: 706, Best fit sample: 1969, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 707, Best fit sample: 77310, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 708, Best fit sample: 77951, Predicted cost: 0.001041, Actual cost: 6.907755, Square loss: 47.702702
Test sample: 709, Best fit sample: 2211, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 710, Best fit sample: 3185, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 711, Best fit sample: 75090, Predicted cost: 0.000000, Actual cost: 0.211939, Square loss: 0.044918
Test sample: 712, Best fit sample: 97968, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 713, Best fit sample: 8784, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 714, Best fit sample: 944, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 715, Best fit sample: 20704, Predicted cost: 0.009338, Actual cost: 0.009338, Square loss: 0.000000
Test sample: 716, Best fit sample: 41066, Predicted cost: 1.378824, Actual cost: 0.023794, Square loss: 1.836107
Test sample: 717, Best fit sample: 41066, Predicted cost: 1.378824, Actual cost: 0.070339, Square loss: 1.712132
Test sample: 718, Best fit sample: 41066, Predicted cost: 1.378824, Actual cost: 5.954383, Square loss: 20.935743
Test sample: 719, Best fit sample: 10442, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 720, Best fit sample: 81682, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 721, Best fit sample: 10444, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 722, Best fit sample: 6660, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 723, Best fit sample: 10445, Predicted cost: 1.363063, Actual cost: 1.363063, Square loss: 0.000000
Test sample: 724, Best fit sample: 60768, Predicted cost: 1.389749, Actual cost: 8.270818, Square loss: 47.349111
Test sample: 725, Best fit sample: 10447, Predicted cost: 1.639331, Actual cost: 8.499866, Square loss: 47.066941
Test sample: 726, Best fit sample: 31852, Predicted cost: 0.000000, Actual cost: 8.499867, Square loss: 72.247746
Test sample: 727, Best fit sample: 6799, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 728, Best fit sample: 23795, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 729, Best fit sample: 27338, Predicted cost: 0.010096, Actual cost: 2.098263, Square loss: 4.360442
Test sample: 730, Best fit sample: 27338, Predicted cost: 0.010096, Actual cost: 5.152777, Square loss: 26.447175
Test sample: 731, Best fit sample: 18938, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 732, Best fit sample: 4869, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 733, Best fit sample: 76520, Predicted cost: 0.005388, Actual cost: 0.002614, Square loss: 0.000008
Test sample: 734, Best fit sample: 89982, Predicted cost: 1.109448, Actual cost: 0.056241, Square loss: 1.109245
Test sample: 735, Best fit sample: 63078, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 736, Best fit sample: 22644, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 737, Best fit sample: 95149, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 738, Best fit sample: 36599, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 739, Best fit sample: 22755, Predicted cost: 0.032756, Actual cost: 6.908020, Square loss: 47.269262
Test sample: 740, Best fit sample: 9000, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 741, Best fit sample: 66677, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 742, Best fit sample: 66677, Predicted cost: 0.000000, Actual cost: 3.775416, Square loss: 14.253765
Test sample: 743, Best fit sample: 74107, Predicted cost: 0.000000, Actual cost: 5.048794, Square loss: 25.490319
Test sample: 744, Best fit sample: 8142, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 745, Best fit sample: 2024, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 746, Best fit sample: 79787, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 747, Best fit sample: 7823, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 748, Best fit sample: 93264, Predicted cost: 0.000000, Actual cost: 3.305313, Square loss: 10.925093
Test sample: 749, Best fit sample: 55605, Predicted cost: 0.000000, Actual cost: 3.330818, Square loss: 11.094350
Test sample: 750, Best fit sample: 49411, Predicted cost: 0.000000, Actual cost: 3.342908, Square loss: 11.175033
Test sample: 751, Best fit sample: 1486, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 752, Best fit sample: 31792, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 753, Best fit sample: 53597, Predicted cost: 0.000257, Actual cost: 0.035053, Square loss: 0.001211
Test sample: 754, Best fit sample: 870, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 755, Best fit sample: 40329, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 756, Best fit sample: 62398, Predicted cost: 2.983900, Actual cost: 0.000000, Square loss: 8.903658
Test sample: 757, Best fit sample: 5394, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 758, Best fit sample: 62398, Predicted cost: 2.983900, Actual cost: 0.225162, Square loss: 7.610636
Test sample: 759, Best fit sample: 65630, Predicted cost: 0.597064, Actual cost: 0.673173, Square loss: 0.005793
